timestamp;IR;BPM;Avg BPM;keterangan
14:27:07.220;99160;76.82;46;
14:27:07.240;99045;76.82;46;
14:27:07.260;98987;76.82;46;
14:27:07.280;98922;76.82;46;
14:27:07.301;98895;76.82;46;
14:27:07.321;98950;76.82;46;
14:27:07.341;99037;76.82;46;
14:27:07.360;99099;76.82;46;
14:27:07.380;99138;76.82;46;
14:27:07.400;99187;76.82;46;
14:27:07.421;99241;76.82;46;
14:27:07.440;99307;76.82;46;
14:27:07.468;99416;76.82;46;
14:27:07.485;99345;76.82;46;
14:27:07.502;99076;76.82;46;
14:27:07.520;99070;76.82;46;
14:27:07.541;98798;76.82;46;
14:27:07.561;98306;76.82;46;
14:27:07.581;97804;76.82;46;
14:27:07.601;97773;76.82;46;
14:27:07.621;97799;76.82;46;
14:27:07.642;98719;76.82;46;
14:27:07.662;100487;76.82;46;
14:27:07.682;101633;76.82;46;
14:27:07.702;102773;76.82;46;
14:27:07.722;101374;76.82;46;
14:27:07.741;99782;76.82;46;
14:27:07.761;98956;76.82;46;
14:27:07.781;98159;76.82;46;
14:27:07.801;97372;76.82;46;
14:27:07.821;97329;76.82;46;
14:27:07.842;97128;76.82;46;
14:27:07.863;97031;76.82;46;
14:27:07.881;97219;76.82;46;
14:27:07.901;97463;76.82;46;
14:27:07.921;97679;76.82;46;
14:27:07.941;97848;76.82;46;
14:27:07.974;97958;76.82;46;
14:27:07.991;98004;76.82;46;
14:27:08.007;98091;76.82;46;
14:27:08.024;98190;76.82;46;
14:27:08.041;98315;76.82;46;
14:27:08.061;98429;76.82;46;
14:27:08.081;98568;76.82;46;
14:27:08.101;98666;76.82;46;
14:27:08.121;98767;76.82;46;
14:27:08.141;98861;76.82;46;
14:27:08.161;98896;76.82;46;
14:27:08.181;98884;76.82;46;
14:27:08.201;98847;76.82;46;
14:27:08.221;98825;76.82;46;
14:27:08.242;98875;76.82;46;
14:27:08.261;99024;76.82;46;
14:27:08.281;99167;76.82;46;
14:27:08.301;99268;76.82;46;
14:27:08.321;99324;76.82;46;
14:27:08.341;99382;76.82;46;
14:27:08.362;99435;76.82;46;
14:27:08.381;99418;76.82;46;
14:27:08.401;99409;76.82;46;
14:27:08.421;99405;76.82;46;
14:27:08.441;99364;76.82;46;
14:27:08.475;99356;76.82;46;
14:27:08.492;99356;76.82;46;
14:27:08.508;99338;76.82;46;
14:27:08.524;99304;76.82;46;
14:27:08.541;99219;76.82;46;
14:27:08.561;99096;76.82;46;
14:27:08.581;98955;76.82;46;
14:27:08.601;98778;76.82;46;
14:27:08.621;98578;76.82;46;
14:27:08.641;98341;76.82;46;
14:27:08.661;98021;76.82;46;
14:27:08.681;97611;76.82;46;
14:27:08.702;96933;76.82;46;
14:27:08.722;96581;76.82;46;
14:27:08.742;96524;76.82;46;
14:27:08.762;96569;76.82;46;
14:27:08.782;96499;76.82;46;
14:27:08.802;96319;76.82;46;
14:27:08.822;96245;76.82;46;
14:27:08.842;96297;76.82;46;
14:27:08.862;96342;76.82;46;
14:27:08.882;96273;76.82;46;
14:27:08.902;96239;76.82;46;
14:27:08.923;96178;76.82;46;
14:27:08.943;96022;76.82;46;
14:27:08.973;96734;76.82;46;
14:27:08.990;115439;76.82;46;
14:27:09.007;120556;76.82;46;
14:27:09.023;119731;76.82;46;
14:27:09.042;118121;76.82;46;
14:27:09.062;117204;76.82;46;
14:27:09.082;113484;76.82;46;
14:27:09.102;102736;76.82;46;
14:27:09.122;99179;76.82;46;
14:27:09.142;99210;76.82;46;
14:27:09.162;98836;76.82;46;
14:27:09.182;98707;76.82;46;
14:27:09.202;98773;76.82;46;
14:27:09.222;98909;76.82;46;
14:27:09.242;99058;76.82;46;
14:27:09.262;99243;76.82;46;
14:27:09.282;99413;76.82;46;
14:27:09.302;99582;76.82;46;
14:27:09.322;99713;76.82;46;
14:27:09.342;99827;76.82;46;
14:27:09.362;99891;76.82;46;
14:27:09.382;99945;76.82;46;
14:27:09.403;100027;76.82;46;
14:27:09.422;99994;76.82;46;
14:27:09.442;99834;76.82;46;
14:27:09.474;99711;76.82;46;
14:27:09.491;99649;76.82;46;
14:27:09.507;99675;76.82;46;
14:27:09.524;99737;76.82;46;
14:27:09.542;99817;76.82;46;
14:27:09.562;99890;76.82;46;
14:27:09.582;99923;76.82;46;
14:27:09.602;99946;76.82;46;
14:27:09.622;99972;76.82;46;
14:27:09.642;99993;76.82;46;
14:27:09.662;100000;76.82;46;
14:27:09.682;99981;76.82;46;
14:27:09.702;99956;76.82;46;
14:27:09.722;99904;76.82;46;
14:27:09.742;99875;76.82;46;
14:27:09.762;99812;76.82;46;
14:27:09.782;99757;76.82;46;
14:27:09.802;99752;76.82;46;
14:27:09.822;99747;76.82;46;
14:27:09.842;99758;76.82;46;
14:27:09.864;99780;76.82;46;
14:27:09.883;99788;76.82;46;
14:27:09.903;99807;76.82;46;
14:27:09.923;99830;76.82;46;
14:27:09.943;99868;76.82;46;
14:27:09.973;99916;76.82;46;
14:27:09.991;100001;76.82;46;
14:27:10.007;100108;76.82;46;
14:27:10.024;100163;76.82;46;
14:27:10.043;100200;76.82;46;
14:27:10.063;100124;76.82;46;
14:27:10.083;99911;76.82;46;
14:27:10.103;99723;76.82;46;
14:27:10.124;99633;76.82;46;
14:27:10.143;99622;76.82;46;
14:27:10.163;99674;76.82;46;
14:27:10.183;99719;76.82;46;
14:27:10.203;99770;76.82;46;
14:27:10.223;99818;76.82;46;
14:27:10.244;99861;76.82;46;
14:27:10.263;99897;76.82;46;
14:27:10.283;99923;76.82;46;
14:27:10.303;99963;76.82;46;
14:27:10.324;99985;76.82;46;
14:27:10.344;99989;76.82;46;
14:27:10.364;99952;76.82;46;
14:27:10.384;99936;76.82;46;
14:27:10.403;99930;76.82;46;
14:27:10.423;99933;76.82;46;
14:27:10.443;99948;76.82;46;
14:27:10.474;99957;76.82;46;
14:27:10.491;99976;76.82;46;
14:27:10.508;99980;76.82;46;
14:27:10.525;99992;76.82;46;
14:27:10.543;100007;76.82;46;
14:27:10.563;100025;76.82;46;
14:27:10.583;100042;76.82;46;
14:27:10.603;100058;76.82;46;
14:27:10.623;100067;76.82;46;
14:27:10.644;100085;76.82;46;
14:27:10.664;100099;76.82;46;
14:27:10.683;100138;76.82;46;
14:27:10.703;100094;76.82;46;
14:27:10.723;99965;76.82;46;
14:27:10.743;99835;76.82;46;
14:27:10.763;99739;76.82;46;
14:27:10.783;99708;76.82;46;
14:27:10.803;99722;76.82;46;
14:27:10.823;99739;76.82;46;
14:27:10.843;99778;76.82;46;
14:27:10.863;99819;76.82;46;
14:27:10.883;99857;76.82;46;
14:27:10.903;99878;76.82;46;
14:27:10.923;99898;76.82;46;
14:27:10.943;99929;76.82;46;
14:27:10.974;99962;76.82;46;
14:27:10.991;99973;76.82;46;
14:27:11.008;99970;76.82;46;
14:27:11.024;99951;76.82;46;
14:27:11.044;99943;76.82;46;
14:27:11.064;99952;76.82;46;
14:27:11.084;99958;76.82;46;
14:27:11.104;99984;76.82;46;
14:27:11.124;99993;76.82;46;
14:27:11.144;100013;76.82;46;
14:27:11.164;100028;76.82;46;
14:27:11.184;100037;76.82;46;
14:27:11.204;100041;3.25;46;
14:27:11.224;100044;3.25;46;
14:27:11.245;100047;3.25;46;
14:27:11.264;100035;3.25;46;
14:27:11.284;100043;3.25;46;
14:27:11.304;100048;3.25;46;
14:27:11.324;100028;3.25;46;
14:27:11.584;99940;3.25;46;
14:27:11.586;99997;3.25;46;
14:27:11.587;100037;3.25;46;
14:27:11.604;100042;3.25;46;
14:27:11.624;100051;3.25;46;
14:27:11.644;100036;3.25;46;
14:27:11.664;100041;3.25;46;
14:27:11.684;100043;3.25;46;
14:27:11.704;100081;3.25;46;
14:27:11.724;100121;3.25;46;
14:27:11.744;100162;3.25;46;
14:27:11.764;100193;107.14;68;
14:27:11.784;100217;107.14;68;
14:27:11.804;100261;107.14;68;
14:27:11.824;100312;107.14;68;
14:27:11.844;100353;107.14;68;
14:27:11.864;100386;107.14;68;
14:27:11.884;100407;107.14;68;
14:27:11.904;100451;107.14;68;
14:27:11.924;100492;107.14;68;
14:27:11.944;100521;107.14;68;
14:27:11.968;100529;107.14;68;
14:27:11.985;100371;107.14;68;
14:27:12.004;100154;107.14;68;
14:27:12.024;100021;107.14;68;
14:27:12.044;99972;107.14;68;
14:27:12.064;99971;107.14;68;
14:27:12.084;100002;107.14;68;
14:27:12.104;100041;107.14;68;
14:27:12.125;100071;107.14;68;
14:27:12.145;100094;107.14;68;
14:27:12.165;100117;107.14;68;
14:27:12.185;100134;107.14;68;
14:27:12.205;100156;107.14;68;
14:27:12.225;100167;107.14;68;
14:27:12.245;100180;107.14;68;
14:27:12.266;100168;107.14;68;
14:27:12.286;100156;107.14;68;
14:27:12.305;100151;107.14;68;
14:27:12.325;100155;107.14;68;
14:27:12.345;100174;107.14;68;
14:27:12.365;100203;107.14;68;
14:27:12.385;100239;107.14;68;
14:27:12.405;100264;107.14;68;
14:27:12.425;100283;107.14;68;
14:27:12.445;100313;107.14;68;
14:27:12.468;100358;85.59;76;
14:27:12.486;100397;85.59;76;
14:27:12.505;100424;85.59;76;
14:27:12.525;100431;85.59;76;
14:27:12.545;100453;85.59;76;
14:27:12.565;100475;85.59;76;
14:27:12.585;100493;85.59;76;
14:27:12.605;100518;85.59;76;
14:27:12.625;100490;85.59;76;
14:27:12.645;100306;85.59;76;
14:27:12.665;100113;85.59;76;
14:27:12.685;100023;85.59;76;
14:27:12.705;99982;85.59;76;
14:27:12.725;100003;85.59;76;
14:27:12.745;100032;85.59;76;
14:27:12.765;100063;85.59;76;
14:27:12.785;100093;85.59;76;
14:27:12.805;100117;85.59;76;
14:27:12.825;100141;85.59;76;
14:27:12.845;100165;85.59;76;
14:27:12.865;100205;85.59;76;
14:27:12.885;100223;85.59;76;
14:27:12.905;100213;85.59;76;
14:27:12.925;100192;85.59;76;
14:27:12.945;100165;85.59;76;
14:27:12.969;100160;85.59;76;
14:27:12.986;100160;85.59;76;
14:27:13.005;100198;85.59;76;
14:27:13.025;100230;85.59;76;
14:27:13.045;100266;85.59;76;
14:27:13.065;100311;85.59;76;
14:27:13.086;100344;85.59;76;
14:27:13.106;100389;85.59;76;
14:27:13.125;100404;85.59;76;
14:27:13.145;100427;85.59;76;
14:27:13.165;100444;85.71;88;
14:27:13.185;100474;85.71;88;
14:27:13.205;100498;85.71;88;
14:27:13.226;100514;85.71;88;
14:27:13.246;100546;85.71;88;
14:27:13.266;100566;85.71;88;
14:27:13.286;100526;85.71;88;
14:27:13.307;100291;85.71;88;
14:27:13.326;100085;85.71;88;
14:27:13.346;99992;85.71;88;
14:27:13.366;99967;85.71;88;
14:27:13.386;99984;85.71;88;
14:27:13.406;100029;85.71;88;
14:27:13.426;100078;85.71;88;
14:27:13.446;100138;85.71;88;
14:27:13.469;100174;85.71;88;
14:27:13.487;100199;85.71;88;
14:27:13.506;100221;85.71;88;
14:27:13.526;100262;85.71;88;
14:27:13.546;100272;85.71;88;
14:27:13.566;100259;85.71;88;
14:27:13.586;100245;85.71;88;
14:27:13.606;100219;85.71;88;
14:27:13.626;100208;85.71;88;
14:27:13.646;100223;85.71;88;
14:27:13.666;100242;85.71;88;
14:27:13.686;100281;85.71;88;
14:27:13.706;100327;85.71;88;
14:27:13.726;100380;85.71;88;
14:27:13.746;100429;85.71;88;
14:27:13.767;100477;85.71;88;
14:27:13.786;100512;85.71;88;
14:27:13.807;100525;93.60;92;
14:27:13.826;100549;93.60;92;
14:27:13.846;100582;93.60;92;
14:27:13.866;100608;93.60;92;
14:27:13.887;100634;93.60;92;
14:27:13.906;100651;93.60;92;
14:27:13.926;100639;93.60;92;
14:27:13.946;100435;93.60;92;
14:27:13.970;100193;93.60;92;
14:27:13.987;100056;93.60;92;
14:27:14.007;100021;93.60;92;
14:27:14.026;100038;93.60;92;
14:27:14.046;100071;93.60;92;
14:27:14.066;100111;93.60;92;
14:27:14.086;100155;93.60;92;
14:27:14.106;100180;93.60;92;
14:27:14.126;100206;93.60;92;
14:27:14.146;100236;93.60;92;
14:27:14.166;100271;93.60;92;
14:27:14.186;100287;93.60;92;
14:27:14.206;100278;93.60;92;
14:27:14.226;100260;93.60;92;
14:27:14.248;100231;93.60;92;
14:27:14.267;100222;93.60;92;
14:27:14.287;100230;93.60;92;
14:27:14.307;100258;93.60;92;
14:27:14.327;100295;93.60;92;
14:27:14.347;100361;93.60;92;
14:27:14.367;100408;93.60;92;
14:27:14.387;100439;93.60;92;
14:27:14.407;100490;93.60;92;
14:27:14.427;100524;93.60;92;
14:27:14.447;100563;93.60;92;
14:27:14.470;100589;93.60;92;
14:27:14.487;100611;88.11;87;
14:27:14.507;100632;88.11;87;
14:27:14.527;100667;88.11;87;
14:27:14.547;100702;88.11;87;
14:27:14.567;100736;88.11;87;
14:27:14.587;100651;88.11;87;
14:27:14.607;100371;88.11;87;
14:27:14.627;100156;88.11;87;
14:27:14.647;100088;88.11;87;
14:27:14.667;100070;88.11;87;
14:27:14.688;100097;88.11;87;
14:27:14.708;100151;88.11;87;
14:27:14.727;100213;88.11;87;
14:27:14.748;100257;88.11;87;
14:27:14.768;100303;88.11;87;
14:27:14.787;100328;88.11;87;
14:27:14.807;100370;88.11;87;
14:27:14.827;100428;88.11;87;
14:27:14.847;100458;88.11;87;
14:27:14.867;100450;88.11;87;
14:27:14.887;100436;88.11;87;
14:27:14.908;100398;88.11;87;
14:27:14.928;100386;88.11;87;
14:27:14.947;100417;88.11;87;
14:27:14.970;100464;88.11;87;
14:27:14.987;100521;88.11;87;
14:27:15.007;100587;88.11;87;
14:27:15.027;100611;88.11;87;
14:27:15.047;100655;107.14;93;
14:27:15.067;100708;107.14;93;
14:27:15.088;100740;107.14;93;
14:27:15.107;100771;107.14;93;
14:27:15.127;100795;107.14;93;
14:27:15.147;100806;107.14;93;
14:27:15.167;100821;107.14;93;
14:27:15.187;100838;107.14;93;
14:27:15.207;100848;107.14;93;
14:27:15.227;100832;107.14;93;
14:27:15.248;100636;107.14;93;
14:27:15.268;100304;107.14;93;
14:27:15.288;100102;107.14;93;
14:27:15.308;100045;107.14;93;
14:27:15.328;100058;107.14;93;
14:27:15.348;100109;107.14;93;
14:27:15.368;100173;107.14;93;
14:27:15.388;100243;107.14;93;
14:27:15.408;100291;107.14;93;
14:27:15.428;100326;107.14;93;
14:27:15.448;100360;107.14;93;
14:27:15.470;100410;107.14;93;
14:27:15.488;100445;107.14;93;
14:27:15.508;100436;107.14;93;
14:27:15.528;100419;107.14;93;
14:27:15.548;100383;107.14;93;
14:27:15.568;100359;107.14;93;
14:27:15.589;100370;107.14;93;
14:27:15.608;100418;107.14;93;
14:27:15.629;100466;107.14;93;
14:27:15.648;100518;107.14;93;
14:27:15.668;100578;107.14;93;
14:27:15.689;100617;107.14;93;
14:27:15.708;100644;107.14;93;
14:27:15.728;100676;107.14;93;
14:27:15.748;100700;107.14;93;
14:27:15.768;100724;83.22;92;
14:27:15.788;100747;83.22;92;
14:27:15.808;100773;83.22;92;
14:27:15.828;100793;83.22;92;
14:27:15.848;100800;83.22;92;
14:27:15.868;100761;83.22;92;
14:27:15.888;100491;83.22;92;
14:27:15.908;100193;83.22;92;
14:27:15.928;100068;83.22;92;
14:27:15.948;100031;83.22;92;
14:27:15.977;100047;83.22;92;
14:27:15.994;100101;83.22;92;
14:27:16.011;100160;83.22;92;
14:27:16.028;100221;83.22;92;
14:27:16.048;100257;83.22;92;
14:27:16.068;100306;83.22;92;
14:27:16.088;100345;83.22;92;
14:27:16.108;100424;83.22;92;
14:27:16.128;100449;83.22;92;
14:27:16.148;100451;83.22;92;
14:27:16.168;100411;83.22;92;
14:27:16.188;100386;83.22;92;
14:27:16.208;100372;83.22;92;
14:27:16.228;100392;83.22;92;
14:27:16.249;100427;83.22;92;
14:27:16.269;100475;83.22;92;
14:27:16.289;100522;83.22;92;
14:27:16.311;100578;83.22;92;
14:27:16.330;100624;83.22;92;
14:27:16.349;100654;83.22;92;
14:27:16.369;100677;83.22;92;
14:27:16.389;100705;96.62;93;
14:27:16.409;100724;96.62;93;
14:27:16.429;100742;96.62;93;
14:27:16.449;100765;96.62;93;
14:27:16.477;100778;96.62;93;
14:27:16.494;100782;96.62;93;
14:27:16.511;100757;96.62;93;
14:27:16.529;100549;96.62;93;
14:27:16.549;100212;96.62;93;
14:27:16.569;100040;96.62;93;
14:27:16.589;100002;96.62;93;
14:27:16.609;100033;96.62;93;
14:27:16.629;100078;96.62;93;
14:27:16.649;100154;96.62;93;
14:27:16.669;100224;96.62;93;
14:27:16.689;100266;96.62;93;
14:27:16.709;100319;96.62;93;
14:27:16.730;100371;96.62;93;
14:27:16.749;100426;96.62;93;
14:27:16.769;100479;96.62;93;
14:27:16.789;100486;96.62;93;
14:27:16.809;100468;96.62;93;
14:27:16.829;100431;96.62;93;
14:27:16.849;100428;96.62;93;
14:27:16.869;100441;96.62;93;
14:27:16.889;100461;96.62;93;
14:27:16.909;100512;96.62;93;
14:27:16.929;100559;96.62;93;
14:27:16.950;100613;96.62;93;
14:27:16.977;100653;96.62;93;
14:27:16.995;100687;96.62;93;
14:27:17.011;100718;96.77;95;
14:27:17.029;100731;96.77;95;
14:27:17.049;100750;96.77;95;
14:27:17.069;100776;96.77;95;
14:27:17.089;100789;96.77;95;
14:27:17.109;100801;96.77;95;
14:27:17.129;100822;96.77;95;
14:27:17.149;100771;96.77;95;
14:27:17.169;100506;96.77;95;
14:27:17.189;100176;96.77;95;
14:27:17.209;100043;96.77;95;
14:27:17.229;100010;96.77;95;
14:27:17.250;100038;96.77;95;
14:27:17.270;100104;96.77;95;
14:27:17.290;100192;96.77;95;
14:27:17.310;100273;96.77;95;
14:27:17.330;100318;96.77;95;
14:27:17.350;100356;96.77;95;
14:27:17.370;100418;96.77;95;
14:27:17.390;100470;96.77;95;
14:27:17.410;100490;96.77;95;
14:27:17.430;100480;96.77;95;
14:27:17.450;100448;96.77;95;
14:27:17.477;100410;96.77;95;
14:27:17.495;100408;96.77;95;
14:27:17.511;100427;96.77;95;
14:27:17.530;100471;96.77;95;
14:27:17.550;100519;96.77;95;
14:27:17.570;100587;96.77;95;
14:27:17.590;100629;96.77;95;
14:27:17.610;100666;96.77;95;
14:27:17.630;100681;96.77;95;
14:27:17.650;100708;96.77;95;
14:27:17.670;100729;90.77;91;
14:27:17.690;100746;90.77;91;
14:27:17.710;100769;90.77;91;
14:27:17.730;100792;90.77;91;
14:27:17.750;100804;90.77;91;
14:27:17.770;100786;90.77;91;
14:27:17.790;100564;90.77;91;
14:27:17.810;100234;90.77;91;
14:27:17.830;100058;90.77;91;
14:27:17.850;100013;90.77;91;
14:27:17.870;100043;90.77;91;
14:27:17.890;100098;90.77;91;
14:27:17.910;100173;90.77;91;
14:27:17.930;100241;90.77;91;
14:27:17.950;100290;90.77;91;
14:27:17.977;100324;90.77;91;
14:27:17.995;100381;90.77;91;
14:27:18.012;100440;90.77;91;
14:27:18.030;100481;90.77;91;
14:27:18.050;100475;90.77;91;
14:27:18.070;100442;90.77;91;
14:27:18.091;100406;90.77;91;
14:27:18.110;100400;90.77;91;
14:27:18.130;100415;90.77;91;
14:27:18.150;100437;90.77;91;
14:27:18.170;100481;90.77;91;
14:27:18.190;100532;90.77;91;
14:27:18.211;100588;90.77;91;
14:27:18.231;100637;90.77;91;
14:27:18.251;100663;90.77;91;
14:27:18.271;100693;90.77;91;
14:27:18.291;100711;96.62;94;
14:27:18.311;100721;96.62;94;
14:27:18.331;100734;96.62;94;
14:27:18.351;100739;96.62;94;
14:27:18.371;100758;96.62;94;
14:27:18.391;100776;96.62;94;
14:27:18.411;100724;96.62;94;
14:27:18.431;100428;96.62;94;
14:27:18.452;100086;96.62;94;
14:27:18.478;99928;96.62;94;
14:27:18.495;99903;96.62;94;
14:27:18.511;99939;96.62;94;
14:27:18.531;100005;96.62;94;
14:27:18.551;100061;96.62;94;
14:27:18.571;100129;96.62;94;
14:27:18.591;100179;96.62;94;
14:27:18.611;100217;96.62;94;
14:27:18.631;100282;96.62;94;
14:27:18.651;100357;96.62;94;
14:27:18.671;100410;96.62;94;
14:27:18.692;100428;96.62;94;
14:27:18.711;100413;96.62;94;
14:27:18.731;100389;96.62;94;
14:27:18.751;100390;96.62;94;
14:27:18.770;100407;96.62;94;
14:27:18.791;100442;96.62;94;
14:27:18.811;100502;96.62;94;
14:27:18.831;100547;96.62;94;
14:27:18.851;100605;96.62;94;
14:27:18.870;100634;96.62;94;
14:27:18.891;100664;96.62;94;
14:27:18.911;100686;96.62;94;
14:27:18.931;100702;93.75;93;
14:27:18.951;100722;93.75;93;
14:27:18.978;100738;93.75;93;
14:27:18.995;100746;93.75;93;
14:27:19.012;100767;93.75;93;
14:27:19.031;100762;93.75;93;
14:27:19.051;100645;93.75;93;
14:27:19.070;100302;93.75;93;
14:27:19.090;100012;93.75;93;
14:27:19.111;99915;93.75;93;
14:27:19.131;99906;93.75;93;
14:27:19.151;99963;93.75;93;
14:27:19.171;100036;93.75;93;
14:27:19.191;100119;93.75;93;
14:27:19.212;100177;93.75;93;
14:27:19.232;100228;93.75;93;
14:27:19.251;100281;93.75;93;
14:27:19.271;100345;93.75;93;
14:27:19.291;100390;93.75;93;
14:27:19.312;100407;93.75;93;
14:27:19.332;100398;93.75;93;
14:27:19.352;100356;93.75;93;
14:27:19.371;100337;93.75;93;
14:27:19.391;100333;93.75;93;
14:27:19.412;100364;93.75;93;
14:27:19.432;100415;93.75;93;
14:27:19.452;100471;93.75;93;
14:27:19.478;100522;93.75;93;
14:27:19.496;100561;93.75;93;
